user_id,recency_days,frequency_count,total_monetary_spend,rfm_combined_code,customer_lifecycle_status
3041494.0908353891,41,2,272.0,211,STANDARD CONVERTED CUSTOMER
6643240028.3907368685,52,2,255.0,311,STANDARD CONVERTED CUSTOMER
74351856.8000104870,50,1,223.0,321,STANDARD CONVERTED CUSTOMER
3291666.2185697988,40,1,216.0,251,AT RISK - NEED RETENTION
17829165.8694191080,52,1,175.0,351,STANDARD CONVERTED CUSTOMER
8575512403.1238544800,74,1,142.0,551,STANDARD CONVERTED CUSTOMER
12910025.9027187436,15,1,139.0,151,AT RISK - NEED RETENTION
3562946.9800700991,56,1,128.0,331,STANDARD CONVERTED CUSTOMER
7231269.9049300807,61,2,124.0,411,STANDARD CONVERTED CUSTOMER
29640692.9507522627,91,0,114.0,551,STANDARD CONVERTED CUSTOMER
2449114.2763043847,17,1,110.0,112,HIBERNATING / LOST
80295776.0612534423,12,1,99.0,142,AT RISK - NEED RETENTION
76426835.8645612742,61,1,92.0,452,STANDARD CONVERTED CUSTOMER
2684090.0831718948,79,1,81.0,522,STANDARD CONVERTED CUSTOMER
36592704.2276068785,50,1,71.0,342,STANDARD CONVERTED CUSTOMER
1181271.2559991025,2,1,70.0,142,AT RISK - NEED RETENTION
7410716.2746943114,85,1,69.0,542,STANDARD CONVERTED CUSTOMER
2206124.5804645350,45,1,63.0,213,STANDARD CONVERTED CUSTOMER
91803638.1469968399,81,1,63.0,513,STANDARD CONVERTED CUSTOMER
1603505.5621824416,73,1,60.0,543,STANDARD CONVERTED CUSTOMER
3980652.4530069190,80,1,56.0,523,STANDARD CONVERTED CUSTOMER
6658580.2826042198,19,1,55.0,123,HIBERNATING / LOST
2912765.2807032809,74,1,48.0,533,STANDARD CONVERTED CUSTOMER
3741233.8033150785,17,1,48.0,143,AT RISK - NEED RETENTION
5250455.6726775304,10,1,47.0,153,AT RISK - NEED RETENTION
49824355.4882118513,16,1,44.0,123,HIBERNATING / LOST
75897668.9066103152,52,1,39.0,354,STANDARD CONVERTED CUSTOMER
7406779.5047994254,79,1,22.0,524,STANDARD CONVERTED CUSTOMER
16995542.7304104556,81,1,19.0,525,STANDARD CONVERTED CUSTOMER
6372054.7429791043,52,1,16.0,345,STANDARD CONVERTED CUSTOMER
5982257.3675354568,65,1,12.0,455,CHAMPIONS / ELITE
41365261.9493282861,55,1,8.0,345,STANDARD CONVERTED CUSTOMER
6266299.1262642458,23,1,6.0,225,STANDARD CONVERTED CUSTOMER
34851151.7805288077,4,1,0.0,135,AT RISK - NEED RETENTION
6520237.9251627744,60,1,0.0,435,STANDARD CONVERTED CUSTOMER
5984221.3457089159,2,1,0.0,155,AT RISK - NEED RETENTION
6331004.1538906239,0,1,0.0,145,AT RISK - NEED RETENTION
8306051.0147360081,1,1,0.0,135,AT RISK - NEED RETENTION
5568834.0198043803,48,1,0.0,355,STANDARD CONVERTED CUSTOMER
4537895.5543332501,6,1,0.0,155,AT RISK - NEED RETENTION
6195712.5561534807,53,2,218.0,311,STANDARD CONVERTED CUSTOMER
27701936.3565936806,76,1,211.0,551,STANDARD CONVERTED CUSTOMER
7912653.2370373847,19,3,149.0,111,HIBERNATING / LOST
7905299837.6949942550,91,0,120.0,551,STANDARD CONVERTED CUSTOMER
38310647.6108465759,48,2,118.0,311,STANDARD CONVERTED CUSTOMER
5060718.9596565990,62,1,116.0,441,STANDARD CONVERTED CUSTOMER
4108803108.5870431970,54,2,109.0,312,STANDARD CONVERTED CUSTOMER
87658194.9871546984,48,1,104.0,352,STANDARD CONVERTED CUSTOMER
1964254355.8801701025,61,1,96.0,412,STANDARD CONVERTED CUSTOMER
19275645.5139195959,61,1,79.0,432,STANDARD CONVERTED CUSTOMER
66110580.3915490917,19,1,72.0,142,AT RISK - NEED RETENTION
31950543.1898138464,44,1,72.0,252,AT RISK - NEED RETENTION
5925851.9554360524,63,1,70.0,422,STANDARD CONVERTED CUSTOMER
3336646.4974569457,63,1,65.0,443,STANDARD CONVERTED CUSTOMER
8990340.3316542817,75,1,50.0,523,STANDARD CONVERTED CUSTOMER
31396025.2931510776,35,1,48.0,233,AT RISK - NEED RETENTION
90535239.2552572855,64,1,48.0,443,STANDARD CONVERTED CUSTOMER
1955996.6496160858,17,1,40.0,114,HIBERNATING / LOST
87035146.0717707336,36,1,39.0,234,AT RISK - NEED RETENTION
57481596.7184472027,39,1,39.0,234,AT RISK - NEED RETENTION
45644670.7272314798,52,1,35.0,324,STANDARD CONVERTED CUSTOMER
5395593.7397446796,6,1,35.0,134,AT RISK - NEED RETENTION
36638696.4029295753,91,0,34.0,554,CHAMPIONS / ELITE
61476220.5706681203,33,1,33.0,234,AT RISK - NEED RETENTION
7054156.8209924713,34,2,31.0,214,STANDARD CONVERTED CUSTOMER
29759315.8320980944,36,1,30.0,244,AT RISK - NEED RETENTION
47489797.9423500206,54,1,30.0,324,STANDARD CONVERTED CUSTOMER
86920576.7783874354,67,1,25.0,454,CHAMPIONS / ELITE
3308917.5645002589,21,1,24.0,144,AT RISK - NEED RETENTION
51790647.1433313227,12,1,22.0,114,HIBERNATING / LOST
6491610.4022550572,52,1,18.0,325,STANDARD CONVERTED CUSTOMER
11704860.5685851852,76,1,14.0,525,STANDARD CONVERTED CUSTOMER
7457444792.5740540830,59,1,14.0,455,CHAMPIONS / ELITE
57736746.4807313510,5,1,10.0,145,AT RISK - NEED RETENTION
91426655.5769251767,2,1,0.0,115,HIBERNATING / LOST
88282080.9608017775,2,1,0.0,125,HIBERNATING / LOST
6270498.6065284742,3,1,0.0,135,AT RISK - NEED RETENTION
40322346.7762887949,10,1,0.0,125,HIBERNATING / LOST
46391489.2740731594,18,1,0.0,125,HIBERNATING / LOST
47629981.2636166951,69,1,0.0,555,CHAMPIONS / ELITE
73549247.9231269047,3,1,0.0,125,HIBERNATING / LOST
3018471.2187154322,33,4,354.0,211,STANDARD CONVERTED CUSTOMER
64451489.6117020616,65,1,298.0,441,STANDARD CONVERTED CUSTOMER
6596516.5623513414,10,2,207.0,111,HIBERNATING / LOST
7709361184.1393664585,54,1,166.0,331,STANDARD CONVERTED CUSTOMER
4142001.1259803751,80,1,162.0,551,STANDARD CONVERTED CUSTOMER
63378233.4846691578,52,1,161.0,331,STANDARD CONVERTED CUSTOMER
2873862.9309388718,62,3,144.0,411,STANDARD CONVERTED CUSTOMER
1416421.5108958042,61,2,144.0,411,STANDARD CONVERTED CUSTOMER
34001109.5893008660,77,1,129.0,541,STANDARD CONVERTED CUSTOMER
5216629.5530468973,69,1,128.0,451,STANDARD CONVERTED CUSTOMER
97619147.3055572166,75,2,126.0,511,STANDARD CONVERTED CUSTOMER
4064709.6809185036,65,1,119.0,441,STANDARD CONVERTED CUSTOMER
61380061.8801193763,47,1,112.0,331,STANDARD CONVERTED CUSTOMER
8363038.7011749668,75,1,111.0,532,STANDARD CONVERTED CUSTOMER
50169177.1164239240,48,1,107.0,342,STANDARD CONVERTED CUSTOMER
3632663.7723787409,56,2,101.0,312,STANDARD CONVERTED CUSTOMER
76261339.4275213567,61,1,99.0,432,STANDARD CONVERTED CUSTOMER
3124316.3000810644,11,1,93.0,132,AT RISK - NEED RETENTION
31844096.5499743319,39,2,92.0,212,STANDARD CONVERTED CUSTOMER
82616163.0426166700,73,1,88.0,532,STANDARD CONVERTED CUSTOMER
4003292.1841257318,6,1,86.0,132,AT RISK - NEED RETENTION
52931639.4509960949,46,1,80.0,212,STANDARD CONVERTED CUSTOMER
2502277.1517433932,62,1,76.0,452,STANDARD CONVERTED CUSTOMER
43750028.1825830479,86,1,61.0,533,STANDARD CONVERTED CUSTOMER
8362017.2427376623,11,1,55.0,153,AT RISK - NEED RETENTION
93726689.1651052227,52,1,44.0,343,STANDARD CONVERTED CUSTOMER
56892325.6022498962,16,1,44.0,143,AT RISK - NEED RETENTION
9691978.5306663074,55,1,44.0,353,STANDARD CONVERTED CUSTOMER
18096538.3296121239,55,1,42.0,353,STANDARD CONVERTED CUSTOMER
43914136.5300631729,60,1,40.0,434,STANDARD CONVERTED CUSTOMER
8280658.3204517423,47,2,40.0,214,STANDARD CONVERTED CUSTOMER
81766978.2033601689,31,1,40.0,254,AT RISK - NEED RETENTION
11303624.3432609630,67,1,32.0,444,CHAMPIONS / ELITE
28394349.8695847806,54,1,32.0,354,STANDARD CONVERTED CUSTOMER
17857622.4039601610,82,1,30.0,534,STANDARD CONVERTED CUSTOMER
7427799618.0412814438,8,1,27.0,134,AT RISK - NEED RETENTION
7113433.3742664708,82,1,25.0,514,STANDARD CONVERTED CUSTOMER
85295549.1924048301,52,1,23.0,344,STANDARD CONVERTED CUSTOMER
8562748.1292528562,11,1,22.0,124,HIBERNATING / LOST
73971086.0168359520,56,1,22.0,354,STANDARD CONVERTED CUSTOMER
55981424.7122207341,57,1,21.0,454,CHAMPIONS / ELITE
54650531.8943536891,54,1,20.0,324,STANDARD CONVERTED CUSTOMER
3149802.9399236730,82,1,20.0,555,CHAMPIONS / ELITE
6023477.7138695000,86,1,16.0,555,CHAMPIONS / ELITE
8674320.3968322986,67,1,16.0,425,STANDARD CONVERTED CUSTOMER
8085870.4266766835,20,1,11.0,145,AT RISK - NEED RETENTION
2428522809.5367733841,61,1,7.0,455,CHAMPIONS / ELITE
42486280.7395375883,4,1,0.0,135,AT RISK - NEED RETENTION
55104787.0224772643,1,1,0.0,145,AT RISK - NEED RETENTION
5450574.2922754541,2,1,0.0,115,HIBERNATING / LOST
71706603.2631255790,67,7,768.0,411,STANDARD CONVERTED CUSTOMER
25335187.2299023217,54,2,405.0,311,STANDARD CONVERTED CUSTOMER
17092913.6445812691,8,2,278.0,111,HIBERNATING / LOST
5175868.5309206965,45,1,256.0,241,AT RISK - NEED RETENTION
80102056.6809389391,48,2,214.0,311,STANDARD CONVERTED CUSTOMER
66572919.0070303795,68,1,204.0,441,STANDARD CONVERTED CUSTOMER
40103327.3649897811,51,1,176.0,351,STANDARD CONVERTED CUSTOMER
34613058.0872685890,44,1,152.0,231,AT RISK - NEED RETENTION
6962813.9978021110,46,1,150.0,231,AT RISK - NEED RETENTION
2861916.5058017546,79,1,143.0,551,STANDARD CONVERTED CUSTOMER
49204088.5414438728,53,1,142.0,321,STANDARD CONVERTED CUSTOMER
7816881.7527763245,46,2,136.0,211,STANDARD CONVERTED CUSTOMER
3232772.8900017776,40,1,113.0,221,STANDARD CONVERTED CUSTOMER
66546232.8761568990,64,1,86.0,442,STANDARD CONVERTED CUSTOMER
24216413.3568094065,4,1,70.0,152,AT RISK - NEED RETENTION
32916395.5650273385,53,1,58.0,333,STANDARD CONVERTED CUSTOMER
31022795.7870947773,55,1,56.0,353,STANDARD CONVERTED CUSTOMER
3821554.9305104939,35,1,55.0,253,AT RISK - NEED RETENTION
7309138.5083786544,16,1,55.0,143,AT RISK - NEED RETENTION
8162222.7054678468,45,1,44.0,223,STANDARD CONVERTED CUSTOMER
91719952.3430360124,20,1,44.0,123,HIBERNATING / LOST
6084015318.6542135581,51,1,37.0,334,STANDARD CONVERTED CUSTOMER
16678335.8235637155,18,1,35.0,124,HIBERNATING / LOST
4048182.4740766081,43,1,32.0,224,STANDARD CONVERTED CUSTOMER
12140400.0943472141,69,1,32.0,454,CHAMPIONS / ELITE
65154462.1769822275,12,1,24.0,134,AT RISK - NEED RETENTION
68138414.4145956258,60,1,21.0,454,CHAMPIONS / ELITE
39843505.6953825231,16,1,14.0,115,HIBERNATING / LOST
56455488.8645523099,66,1,0.0,415,STANDARD CONVERTED CUSTOMER
83275012.7274119616,5,1,0.0,135,AT RISK - NEED RETENTION
84323891.4564966445,3,1,0.0,145,AT RISK - NEED RETENTION
42338461.7796956245,3,1,0.0,145,AT RISK - NEED RETENTION
39238804.4841294487,3,1,0.0,145,AT RISK - NEED RETENTION
51270177.6841667595,73,1,0.0,545,CHAMPIONS / ELITE
1423291.2795508012,65,1,0.0,445,CHAMPIONS / ELITE
56920896.3476155826,81,1,0.0,555,CHAMPIONS / ELITE
7680193331.8740202405,62,1,443.0,451,STANDARD CONVERTED CUSTOMER
1160488.2375923167,30,1,305.0,211,STANDARD CONVERTED CUSTOMER
58104072.2659495100,55,5,257.0,311,STANDARD CONVERTED CUSTOMER
88361744.4940705869,63,1,210.0,451,STANDARD CONVERTED CUSTOMER
628363132.9737513033,43,1,191.0,251,AT RISK - NEED RETENTION
56346352.5809156833,53,1,178.0,321,STANDARD CONVERTED CUSTOMER
3198843.0611848527,46,1,171.0,231,AT RISK - NEED RETENTION
4042858.3888779946,68,1,142.0,441,STANDARD CONVERTED CUSTOMER
46146978.5100846398,36,1,120.0,221,STANDARD CONVERTED CUSTOMER
9222870.9095775010,17,1,105.0,132,AT RISK - NEED RETENTION
85787365.3279428435,12,1,104.0,112,HIBERNATING / LOST
7172054.6394028971,44,1,102.0,252,AT RISK - NEED RETENTION
7461331.4499994836,79,2,97.0,512,STANDARD CONVERTED CUSTOMER
93208681.4784997969,18,1,90.0,152,AT RISK - NEED RETENTION
3759465.8622559344,9,1,86.0,142,AT RISK - NEED RETENTION
5996776.4076510130,69,1,84.0,532,STANDARD CONVERTED CUSTOMER
19873344.4999466945,46,1,82.0,252,AT RISK - NEED RETENTION
82288674.1418835263,47,1,79.0,222,STANDARD CONVERTED CUSTOMER
4670841.6660469429,14,1,69.0,122,HIBERNATING / LOST
6150769.8134733672,9,1,53.0,133,AT RISK - NEED RETENTION
30722025.0159475730,51,1,50.0,333,STANDARD CONVERTED CUSTOMER
14077297.6378721533,9,1,50.0,133,AT RISK - NEED RETENTION
7677512.7553474604,59,1,50.0,443,STANDARD CONVERTED CUSTOMER
73449982.7685842628,62,1,42.0,433,STANDARD CONVERTED CUSTOMER
8771490.8337193983,9,1,40.0,154,AT RISK - NEED RETENTION
7164249.0567395189,47,1,38.0,234,AT RISK - NEED RETENTION
26486289.7514037038,40,1,38.0,254,AT RISK - NEED RETENTION
8462310.9138030395,75,1,33.0,554,CHAMPIONS / ELITE
83567287.4802807332,46,1,32.0,254,AT RISK - NEED RETENTION
31903614.8832440737,45,1,32.0,234,AT RISK - NEED RETENTION
3457650.2924951409,54,1,26.0,324,STANDARD CONVERTED CUSTOMER
6191638.2889349277,65,1,24.0,414,STANDARD CONVERTED CUSTOMER
4930396.5461821948,48,1,24.0,344,STANDARD CONVERTED CUSTOMER
79553059.4531556375,16,1,21.0,124,HIBERNATING / LOST
2227109.3866686675,85,1,20.0,535,STANDARD CONVERTED CUSTOMER
6510522.7061313662,24,1,19.0,235,AT RISK - NEED RETENTION
58494000.3106433806,8,1,16.0,115,HIBERNATING / LOST
4807476.3324701251,54,1,16.0,335,STANDARD CONVERTED CUSTOMER
68775886.1820194721,59,1,13.0,425,STANDARD CONVERTED CUSTOMER
27333015.4039048206,19,1,11.0,135,AT RISK - NEED RETENTION
8091939.2583768564,61,1,0.0,425,STANDARD CONVERTED CUSTOMER
26064119.0281069258,72,1,678.0,511,STANDARD CONVERTED CUSTOMER
25363504.9539525923,48,8,536.0,311,STANDARD CONVERTED CUSTOMER
49288108.7792907743,76,1,325.0,521,STANDARD CONVERTED CUSTOMER
53887436.1726083498,89,1,219.0,541,STANDARD CONVERTED CUSTOMER
7453835.7513761923,72,2,218.0,511,STANDARD CONVERTED CUSTOMER
32328904.6840270281,76,1,214.0,531,STANDARD CONVERTED CUSTOMER
47515634.0452819199,60,1,211.0,411,STANDARD CONVERTED CUSTOMER
7242688.0843867208,46,3,204.0,211,STANDARD CONVERTED CUSTOMER
13965501.3079306644,67,2,176.0,411,STANDARD CONVERTED CUSTOMER
69784832.7107601315,57,7,168.0,311,STANDARD CONVERTED CUSTOMER
77549456.4000160007,68,1,156.0,451,STANDARD CONVERTED CUSTOMER
11394862.3475151142,52,1,129.0,341,STANDARD CONVERTED CUSTOMER
46727904.9693724828,65,2,128.0,411,STANDARD CONVERTED CUSTOMER
3970244.0843404011,74,1,118.0,541,STANDARD CONVERTED CUSTOMER
70978143.1630428206,79,1,116.0,541,STANDARD CONVERTED CUSTOMER
8824479.1230645788,67,3,100.0,412,STANDARD CONVERTED CUSTOMER
65301301.6829526920,69,1,100.0,542,STANDARD CONVERTED CUSTOMER
3274035.7886971888,52,1,94.0,352,STANDARD CONVERTED CUSTOMER
76589332.6790534083,73,1,92.0,532,STANDARD CONVERTED CUSTOMER
33727882.2877204595,50,1,90.0,342,STANDARD CONVERTED CUSTOMER
41170608.3749741399,41,1,84.0,232,AT RISK - NEED RETENTION
57331972.5170829627,9,1,83.0,142,AT RISK - NEED RETENTION
6866245.1904282400,50,1,82.0,322,STANDARD CONVERTED CUSTOMER
5442666.6069210320,54,1,80.0,352,STANDARD CONVERTED CUSTOMER
68346527.0844051631,57,1,79.0,422,STANDARD CONVERTED CUSTOMER
74826760.8268644803,65,1,75.0,452,STANDARD CONVERTED CUSTOMER
5788686572.5981505502,83,1,74.0,542,STANDARD CONVERTED CUSTOMER
64120104.5265891556,67,1,56.0,413,STANDARD CONVERTED CUSTOMER
37657350.9876173824,4,2,55.0,113,HIBERNATING / LOST
8262649.4698436698,79,1,52.0,523,STANDARD CONVERTED CUSTOMER
80698776.0554444491,55,1,50.0,353,STANDARD CONVERTED CUSTOMER
1333904.0818259561,54,1,48.0,333,STANDARD CONVERTED CUSTOMER
8842537.8992314512,47,1,45.0,223,STANDARD CONVERTED CUSTOMER
46914181.4204010860,13,1,32.0,154,AT RISK - NEED RETENTION
21732519.8875634255,82,1,32.0,554,CHAMPIONS / ELITE
7209172.2039208722,17,1,30.0,144,AT RISK - NEED RETENTION
50131723.8552639593,7,2,30.0,114,HIBERNATING / LOST
49012248.5451635004,80,1,30.0,514,STANDARD CONVERTED CUSTOMER
64274477.5905102311,12,1,26.0,144,AT RISK - NEED RETENTION
77515109.5832187777,60,1,24.0,444,CHAMPIONS / ELITE
49236041.8790753746,47,1,24.0,244,AT RISK - NEED RETENTION
6690432.3445265766,39,1,24.0,224,STANDARD CONVERTED CUSTOMER
4529327.1786171238,52,1,23.0,354,STANDARD CONVERTED CUSTOMER
69986145.5399919143,90,1,20.0,535,STANDARD CONVERTED CUSTOMER
3398852635.9428651409,41,1,20.0,235,AT RISK - NEED RETENTION
2342971.6074063060,4,1,19.0,125,HIBERNATING / LOST
2876583.5568477554,37,1,19.0,245,AT RISK - NEED RETENTION
80851576.6492799404,59,1,16.0,425,STANDARD CONVERTED CUSTOMER
29659184.3200898552,52,1,15.0,355,STANDARD CONVERTED CUSTOMER
6759062.8933947932,81,1,14.0,545,CHAMPIONS / ELITE
2389776.2797114350,61,1,0.0,425,STANDARD CONVERTED CUSTOMER
3175490.8020123919,53,1,376.0,321,STANDARD CONVERTED CUSTOMER
8305679.2059616518,67,1,299.0,451,STANDARD CONVERTED CUSTOMER
9134268.2677185739,71,1,298.0,521,STANDARD CONVERTED CUSTOMER
61577291.2144566004,72,1,212.0,531,STANDARD CONVERTED CUSTOMER
2211286.4172337240,68,2,169.0,411,STANDARD CONVERTED CUSTOMER
87464267.0084919923,73,1,156.0,541,STANDARD CONVERTED CUSTOMER
68642235.5457535999,19,1,149.0,111,HIBERNATING / LOST
11446993.7876701936,78,1,146.0,521,STANDARD CONVERTED CUSTOMER
1674464967.3081069850,85,1,139.0,521,STANDARD CONVERTED CUSTOMER
77029853.6267227104,35,1,129.0,231,AT RISK - NEED RETENTION
7580278.4231956908,69,1,112.0,441,STANDARD CONVERTED CUSTOMER
77005687.4514013148,41,3,101.0,212,STANDARD CONVERTED CUSTOMER
5921104.7767059415,19,1,101.0,132,AT RISK - NEED RETENTION
4211935.8810857498,25,1,94.0,252,AT RISK - NEED RETENTION
33437776.5040809109,54,1,88.0,322,STANDARD CONVERTED CUSTOMER
8905000.7139776419,10,1,79.0,122,HIBERNATING / LOST
2422026.0165722609,91,0,72.0,552,STANDARD CONVERTED CUSTOMER
62526775.3330591472,67,1,72.0,422,STANDARD CONVERTED CUSTOMER
6564582209.9323018306,82,1,44.0,543,STANDARD CONVERTED CUSTOMER
91330895.7800746773,73,1,40.0,554,CHAMPIONS / ELITE
5811878.7074429725,75,1,39.0,514,STANDARD CONVERTED CUSTOMER
16239791.9542908331,8,1,38.0,154,AT RISK - NEED RETENTION
64698662.8088634426,20,1,37.0,144,AT RISK - NEED RETENTION
66638267.7996007059,54,1,33.0,324,STANDARD CONVERTED CUSTOMER
1890178.6076718573,51,1,32.0,324,STANDARD CONVERTED CUSTOMER
608996910.5910525740,51,1,30.0,334,STANDARD CONVERTED CUSTOMER
55159338.7105200700,55,1,28.0,334,STANDARD CONVERTED CUSTOMER
8032580.9992443180,41,1,19.0,235,AT RISK - NEED RETENTION
2798934.1669190108,6,1,17.0,125,HIBERNATING / LOST
75936532.1243464726,54,1,14.0,325,STANDARD CONVERTED CUSTOMER
10771534.1107960558,3,1,14.0,135,AT RISK - NEED RETENTION
64149999.5594434074,11,1,12.0,135,AT RISK - NEED RETENTION
8571843.9058320381,5,1,0.0,125,HIBERNATING / LOST
3398472.6191412239,59,1,0.0,435,STANDARD CONVERTED CUSTOMER
8987240644.1901564457,2,1,0.0,145,AT RISK - NEED RETENTION
22284421.8180471572,1,1,0.0,125,HIBERNATING / LOST
15046526.4562004600,31,3,1424.0,211,STANDARD CONVERTED CUSTOMER
27071010.1715411752,47,1,525.0,251,AT RISK - NEED RETENTION
5039183135.2699720432,71,1,240.0,551,STANDARD CONVERTED CUSTOMER
7446712.2726872272,79,2,186.0,511,STANDARD CONVERTED CUSTOMER
80606681.4991751112,61,1,185.0,431,STANDARD CONVERTED CUSTOMER
7487454.9043521164,62,1,175.0,451,STANDARD CONVERTED CUSTOMER
8376952.2180638236,11,1,166.0,121,HIBERNATING / LOST
10945077.7212556025,54,1,166.0,341,STANDARD CONVERTED CUSTOMER
46883960.6190957761,78,1,127.0,531,STANDARD CONVERTED CUSTOMER
4651234.6787037490,45,3,112.0,211,STANDARD CONVERTED CUSTOMER
9202289.9931006292,33,1,98.0,232,AT RISK - NEED RETENTION
7333732.4162222716,5,2,95.0,112,HIBERNATING / LOST
4271969.9589215341,51,1,91.0,342,STANDARD CONVERTED CUSTOMER
14297973.3454104875,51,1,90.0,342,STANDARD CONVERTED CUSTOMER
10092926.3786306416,9,1,90.0,122,HIBERNATING / LOST
19646880.6083875642,19,2,90.0,112,HIBERNATING / LOST
79173479.1654218830,10,2,88.0,112,HIBERNATING / LOST
52842299.0972144749,62,1,87.0,422,STANDARD CONVERTED CUSTOMER
71809229.6889565634,11,1,81.0,122,HIBERNATING / LOST
2379851873.3035650084,48,1,72.0,342,STANDARD CONVERTED CUSTOMER
90640042.4789797090,52,1,72.0,352,STANDARD CONVERTED CUSTOMER
2132209.9029962354,47,2,62.0,213,STANDARD CONVERTED CUSTOMER
52565741.6337681069,69,1,60.0,533,STANDARD CONVERTED CUSTOMER
2228267.9773362374,63,1,59.0,443,STANDARD CONVERTED CUSTOMER
3354006.4211651279,30,1,56.0,243,AT RISK - NEED RETENTION
37788537.8066322578,53,1,54.0,333,STANDARD CONVERTED CUSTOMER
7674529.8817175135,63,1,48.0,433,STANDARD CONVERTED CUSTOMER
56136935.4839413206,41,1,48.0,243,AT RISK - NEED RETENTION
67436238.4865042697,81,1,48.0,553,STANDARD CONVERTED CUSTOMER
19161188.2303605487,58,1,48.0,433,STANDARD CONVERTED CUSTOMER
9137360.0374794753,59,1,46.0,453,STANDARD CONVERTED CUSTOMER
90591201.2047859379,39,2,44.0,213,STANDARD CONVERTED CUSTOMER
34601914.8335175706,18,1,44.0,133,AT RISK - NEED RETENTION
2084240.0091353365,81,1,40.0,554,CHAMPIONS / ELITE
39631980.9180761075,55,1,35.0,324,STANDARD CONVERTED CUSTOMER
4645081.6751269573,45,1,33.0,224,STANDARD CONVERTED CUSTOMER
4050591.4743585452,89,1,32.0,544,CHAMPIONS / ELITE
85358226.8287152806,76,1,31.0,544,CHAMPIONS / ELITE
27150223.0167628853,41,3,30.0,214,STANDARD CONVERTED CUSTOMER
8501593.9535639008,61,1,30.0,454,CHAMPIONS / ELITE
1163427.9837807307,80,1,29.0,544,CHAMPIONS / ELITE
46711302.2852397988,54,1,27.0,324,STANDARD CONVERTED CUSTOMER
5556391.0179080945,31,1,27.0,234,AT RISK - NEED RETENTION
38054334.2240709458,83,1,26.0,514,STANDARD CONVERTED CUSTOMER
4874810.7850112978,31,1,26.0,254,AT RISK - NEED RETENTION
7418203637.9546219861,43,1,24.0,224,STANDARD CONVERTED CUSTOMER
3593045.4474754034,26,1,24.0,224,STANDARD CONVERTED CUSTOMER
24005163.6752722139,60,1,24.0,424,STANDARD CONVERTED CUSTOMER
5357426.0216106310,64,1,17.0,415,STANDARD CONVERTED CUSTOMER
49433987.5928820539,44,1,13.0,225,STANDARD CONVERTED CUSTOMER
91875291.2902344333,68,1,13.0,445,CHAMPIONS / ELITE
6685656.2124394276,1,1,0.0,145,AT RISK - NEED RETENTION
36921495.1660009263,72,1,0.0,535,STANDARD CONVERTED CUSTOMER
26216251.4730699691,12,1,0.0,155,AT RISK - NEED RETENTION
5766379.6658996628,46,1,600.0,241,AT RISK - NEED RETENTION
9073224.2742948399,54,2,384.0,311,STANDARD CONVERTED CUSTOMER
49777952.2680869968,75,1,188.0,521,STANDARD CONVERTED CUSTOMER
65347516.5438714743,81,1,182.0,531,STANDARD CONVERTED CUSTOMER
3036743.2199967879,51,1,163.0,311,STANDARD CONVERTED CUSTOMER
6486077.9466352381,7,1,140.0,141,AT RISK - NEED RETENTION
3292684.9252653864,51,1,126.0,351,STANDARD CONVERTED CUSTOMER
8273908566.5473390997,50,1,117.0,311,STANDARD CONVERTED CUSTOMER
37616300.9841989253,9,1,94.0,122,HIBERNATING / LOST
58568906.5092468761,68,1,90.0,422,STANDARD CONVERTED CUSTOMER
2242838.1990850485,18,2,88.0,112,HIBERNATING / LOST
11677998.3685150844,24,2,83.0,212,STANDARD CONVERTED CUSTOMER
1939811.6948974674,11,1,76.0,142,AT RISK - NEED RETENTION
21242720.7094333523,11,2,68.0,112,HIBERNATING / LOST
1550859.5605002123,66,1,65.0,453,STANDARD CONVERTED CUSTOMER
3295969.7003429554,47,1,63.0,323,STANDARD CONVERTED CUSTOMER
5704909.7519367722,80,2,56.0,513,STANDARD CONVERTED CUSTOMER
23521075.3819657245,63,1,55.0,453,STANDARD CONVERTED CUSTOMER
6408056.9668435806,6,1,55.0,133,AT RISK - NEED RETENTION
90197407.6635841321,22,1,55.0,253,AT RISK - NEED RETENTION
22744686.3986317453,51,1,48.0,323,STANDARD CONVERTED CUSTOMER
3959033.4213259227,49,1,48.0,353,STANDARD CONVERTED CUSTOMER
41795773.8713685819,60,1,48.0,423,STANDARD CONVERTED CUSTOMER
35163365.5527160856,51,1,47.0,333,STANDARD CONVERTED CUSTOMER
8675116.8463156282,51,1,46.0,333,STANDARD CONVERTED CUSTOMER
57268788.8001579631,69,1,44.0,523,STANDARD CONVERTED CUSTOMER
84066312.1151239105,54,1,40.0,324,STANDARD CONVERTED CUSTOMER
64111634.0525729328,88,1,37.0,544,CHAMPIONS / ELITE
49445326.2132641450,61,1,37.0,424,STANDARD CONVERTED CUSTOMER
8078316166.4051385989,55,1,35.0,314,STANDARD CONVERTED CUSTOMER
5590716.6791910019,39,1,24.0,224,STANDARD CONVERTED CUSTOMER
1490836.9769608444,46,1,20.0,225,STANDARD CONVERTED CUSTOMER
73370809.3757379160,26,1,20.0,225,STANDARD CONVERTED CUSTOMER
55183693.0038159450,45,1,16.0,245,AT RISK - NEED RETENTION
5472986.9783376507,86,1,15.0,535,STANDARD CONVERTED CUSTOMER
88367970.2111524274,64,1,14.0,455,CHAMPIONS / ELITE
66514997.2920888073,59,1,13.0,455,CHAMPIONS / ELITE
48117822.0979250402,2,1,0.0,155,AT RISK - NEED RETENTION
